reaction_id,reaction_name,reaction_equation,flux,lower_bound,upper_bound,reversible
PAPSR2,Phosphoadenylyl-sulfate reductase (glutaredoxin),grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c,0.09773010082198746,0.0,1000.0,False
PAPSSH,PAPSSH,2.0 h_c + pap_c + so4_c <=> h2o_c + paps_c,0.09773010082198746,-1000.0,1000.0,True
PCNO,Propanoyl-CoA:NADP+ 2-oxidoreductase,nadp_c + ppcoa_c <=> h_c + nadph_c + prpncoa_c,0.0,-1000.0,1000.0,True
PDE4,"3',5'-cyclic-nucleotide phosphodiesterase",35cgmp_c + h2o_c --> gmp_c + h_c,0.0,0.0,1000.0,False
PDH,Pyruvate dehydrogenase,coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c,0.0,0.0,1000.0,False
PDHa,Pyruvate dehydrogenase (lipoamide),h_c + lpam_c + pyr_c --> adhlam_c + co2_c,0.0,0.0,1000.0,False
PDHbr,Pyruvate dehydrogenase (dihydrolipoamide) reversible,adhlam_c + coa_c <=> accoa_c + dhlam_c,-0.11528547254316346,-1000.0,1000.0,True
PDHcr,Pyruvate dehydrogenase (dihydrolipoamide dehydrogenase) reversible,dhlam_c + nad_c --> h_c + lpam_c + nadh_c,0.0,0.0,1000.0,False
PDX5POi,Pyridoxine 5'-phosphate oxidase,o2_c + pdx5p_c --> h2o2_c + pydx5p_c,8.848913663395167e-05,0.0,1000.0,False
PDX5PS,Pyridoxine 5'-phosphate synthase,dxyl5p_c + nad_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_c + pdx5p_c + pi_c,8.848913663395195e-05,0.0,1000.0,False
PDXPP,Pyridoxine 5-phosphate phosphatase,h2o_c + pdx5p_c --> pi_c + pydxn_c,0.0,0.0,1000.0,False
PE120abcpp,"Phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)",atp_c + h2o_c + pe120_c --> adp_c + h_c + pe120_p + pi_c,0.0,0.0,1000.0,False
PE141abcpp,"Phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm)",atp_c + h2o_c + pe141_c --> adp_c + h_c + pe141_p + pi_c,0.0,0.0,1000.0,False
PE160abcpp,"Phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)",atp_c + h2o_c + pe160_c --> adp_c + h_c + pe160_p + pi_c,0.0,0.0,1000.0,False
PE161abcpp,"Phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)",atp_c + h2o_c + pe161_c --> adp_c + h_c + pe161_p + pi_c,0.0,0.0,1000.0,False
PE180abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)",atp_c + h2o_c + pe180_c --> adp_c + h_c + pe180_p + pi_c,0.0,0.0,1000.0,False
PE181abcpp,"Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)",atp_c + h2o_c + pe181_c --> adp_c + h_c + pe181_p + pi_c,0.0,0.0,1000.0,False
PERD,Erythronate 4-phosphate (4per) dehydrogenase,4per_c + nad_c <=> h_c + nadh_c + ohpb_c,8.848913663395194e-05,-1000.0,1000.0,True
PFK,Phosphofructokinase,atp_c + f6p_c --> adp_c + fdp_c + h_c,0.0,0.0,1000.0,False
PG120abcpp,"Phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)",atp_c + h2o_c + pg120_c --> adp_c + h_c + pg120_p + pi_c,0.0,0.0,1000.0,False
PG140abcpp,"Phosphatidylglycerol transport via ABC system (n-C14:0, periplasm)",atp_c + h2o_c + pg140_c --> adp_c + h_c + pg140_p + pi_c,0.0,0.0,1000.0,False
PG141abcpp,"Phosphatidylglycerol transport via ABC system (n-C14:1, periplasm)",atp_c + h2o_c + pg141_c --> adp_c + h_c + pg141_p + pi_c,0.0,0.0,1000.0,False
PG160abcpp,"Phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)",atp_c + h2o_c + pg160_c --> adp_c + h_c + pg160_p + pi_c,0.0,0.0,1000.0,False
PG161abcpp,"Phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)",atp_c + h2o_c + pg161_c --> adp_c + h_c + pg161_p + pi_c,0.0,0.0,1000.0,False
PG180abcpp,"Phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)",atp_c + h2o_c + pg180_c --> adp_c + h_c + pg180_p + pi_c,0.0,0.0,1000.0,False
PG181abcpp,"Phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)",atp_c + h2o_c + pg181_c --> adp_c + h_c + pg181_p + pi_c,0.0,0.0,1000.0,False
PGAMT,Phosphoglucosamine mutase,gam1p_c <=> gam6p_c,-0.0793624543802259,-1000.0,1000.0,True
PGCD,Phosphoglycerate dehydrogenase,3pg_c + nad_c --> 3php_c + h_c + nadh_c,0.5869831643667757,0.0,1000.0,False
PGI,Glucose-6-phosphate isomerase,g6p_c <=> f6p_c,0.0,-1000.0,1000.0,True
PGI1c,"Glucose-6-phosphateisomerase,glycosome",g6p_A_c <=> f6p_c,0.0,-1000.0,1000.0,True
PGK,Phosphoglycerate kinase,3pg_c + atp_c <=> 13dpg_c + adp_c,1.3917205019789984,-1000.0,1000.0,True
PGL,6-phosphogluconolactonase,6pgl_c + h2o_c --> 6pgc_c + h_c,0.0,0.0,1000.0,False
PGM,Phosphoglycerate mutase,2pg_c <=> 3pg_c,1.9787036663457735,-1000.0,1000.0,True
PGMT,Phosphoglucomutase,g1p_c <=> g6p_c,0.0,-1000.0,1000.0,True
PGP120abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C12:0, periplasm)",atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_p + pi_c,0.0,0.0,1000.0,False
PGP140abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm)",atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_p + pi_c,0.0,0.0,1000.0,False
PGP141abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C14:1, periplasm)",atp_c + h2o_c + pgp141_c --> adp_c + h_c + pgp141_p + pi_c,0.0,0.0,1000.0,False
PGP160abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C16:0, periplasm)",atp_c + h2o_c + pgp160_c --> adp_c + h_c + pgp160_p + pi_c,0.0,0.0,1000.0,False
PGP161abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm)",atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_p + pi_c,0.0,0.0,1000.0,False
PGP180abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C18:0, periplasm)",atp_c + h2o_c + pgp180_c --> adp_c + h_c + pgp180_p + pi_c,0.0,0.0,1000.0,False
PGP181abcpp,"Phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)",atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_p + pi_c,0.0,0.0,1000.0,False
PGPP120,Phosphatidylglycerol phosphate phosphatase (n-C14:0),h2o_c + pgp120_c --> pg120_c + pi_c,0.0,0.0,1000.0,False
PGPP120pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)",h2o_p + pgp120_p --> pg120_p + pi_p,0.0,0.0,1000.0,False
PGPP140,Phosphatidylglycerol phosphate phosphatase (n-C14:0),h2o_c + pgp140_c --> pg140_c + pi_c,0.0,0.0,1000.0,False
PGPP140pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)",h2o_p + pgp140_p --> pg140_p + pi_p,0.0,0.0,1000.0,False
PGPP141,Phosphatidylglycerol phosphate phosphatase (n-C14:1),h2o_c + pgp141_c --> pg141_c + pi_c,0.0,0.0,1000.0,False
PGPP141pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:1)",h2o_p + pgp141_p --> pg141_p + pi_p,0.0,0.0,1000.0,False
PGPP160,Phosphatidylglycerol phosphate phosphatase (n-C16:0),h2o_c + pgp160_c --> pg160_c + pi_c,0.0,0.0,1000.0,False
PGPP160pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0)",h2o_p + pgp160_p --> pg160_p + pi_p,0.0,0.0,1000.0,False
PGPP161pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1)",h2o_p + pgp161_p --> pg161_p + pi_p,0.0,0.0,1000.0,False
PGPP180pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0)",h2o_p + pgp180_p --> pg180_p + pi_p,0.0,0.0,1000.0,False
PGPP181pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1)",h2o_p + pgp181_p --> pg181_p + pi_p,0.0,0.0,1000.0,False
PGSA120,Phosphatidylglycerol synthase (n-C12:0),cdpdddecg_c + glyc3p_c --> cmp_c + h_c + pgp120_c,0.0,0.0,1000.0,False
PGSA140,Phosphatidylglycerol synthase (n-C14:0),cdpdtdecg_c + glyc3p_c --> cmp_c + h_c + pgp140_c,0.0,0.0,1000.0,False
PGSA141,Phosphatidylglycerol synthase (n-C14:1),cdpdtdec7eg_c + glyc3p_c --> cmp_c + h_c + pgp141_c,0.0,0.0,1000.0,False
PGSA160,Phosphatidylglycerol synthase (n-C16:0),cdpdhdecg_c + glyc3p_c --> cmp_c + h_c + pgp160_c,0.0,0.0,1000.0,False
PGSA161,Phosphatidylglycerol synthase (n-C16:1),cdpdhdec9eg_c + glyc3p_c --> cmp_c + h_c + pgp161_c,0.0,0.0,1000.0,False
PGSA180,Phosphatidylglycerol synthase (n-C18:0),cdpdodecg_c + glyc3p_c --> cmp_c + h_c + pgp180_c,0.0,0.0,1000.0,False
PGSA181,Phosphatidylglycerol synthase (n-C18:1),cdpdodec11eg_c + glyc3p_c --> cmp_c + h_c + pgp181_c,0.0,0.0,1000.0,False
PHCD,L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase,1p3h5c_c + 2.0 h2o_c + nad_c --> e4hglu_c + h_c + nadh_c,0.0,0.0,1000.0,False
PHEDCAtexi,1  Phenyldecanoic acid transport via diffusion  extracellular to periplasm,phedca_e --> phedca_p,0.0,0.0,1000.0,False
PHEHPAtexi,7 Phenylheptanoic acid transport via diffusion  extracellular to periplasm,phehpa_e --> phehpa_p,0.0,0.0,1000.0,False
PHEHXAtexi,6 Phenylhexanoic transport via diffusion  extracellular to periplasm,phehxa_e --> phehxa_p,0.0,0.0,1000.0,False
PHEME2abcpp,Protoheme transport via ABC system  periplasm to cytosol,atp_c + h2o_c + pheme_p --> adp_c + h_c + pheme_c + pi_c,0.0,0.0,1000.0,False
PHEMEabcpp,Protoheme transport via ABC system (periplasm),atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_p + pi_c,0.0,0.0,1000.0,False
PHEMEtonex,Heme ton dependend transport system  extracellular to periplasm,h_p + pheme_e --> h_c + pheme_p,0.0,0.0,1000.0,False
PHENONAtexi,9 Phenylnonanoic acid transport via diffusion  extracellular to periplasm,phenona_e --> phenona_p,0.0,0.0,1000.0,False
PHEOCTAtexi,8 Phenyloctanoic acid transport via diffusion  extracellular to periplasm,pheocta_e --> pheocta_p,0.0,0.0,1000.0,False
PHEPTtexi,5 Phenylvaleric acid transport via diffusion  extracellular to periplasm,phept_e --> phept_p,0.0,0.0,1000.0,False
PHER,Phenylalanine racemase,phe__L_c <=> 2.0 h_c + phe__D_c,0.0,-1000.0,1000.0,True
PHET,D Amino acid dehydrogenase  phe D,fad_c + h2o_c + 2.0 h_c + phe__D_c --> fadh2_c + nh4_c + phpyr_c,0.0,0.0,1000.0,False
PHETA1,Phenylalanine transaminase,akg_c + phe__L_c <=> glu__L_c + phpyr_c,0.0,-1000.0,1000.0,True
PHEabc,,atp_c + h2o_c + phe__L_e --> adp_c + h_c + phe__L_c + pi_c,0.0,0.0,1000.0,False
PIabc,Phosphate transport via ABC system,atp_c + h2o_c + pi_e --> adp_c + h_c + 2.0 pi_c,0.0,0.0,1000.0,False
PIt2r,Phosphate reversible transport via symport,h_e + pi_e --> h_c + pi_c,0.38922839576048723,0.0,1000.0,False
PIt2rpp,Phosphate reversible transport via symport (periplasm),h_p + pi_p --> h_c + pi_c,0.0,0.0,1000.0,False
PIt7,Phosphate transport in/out via three Na+ symporter,3.0 na1_e + pi_e --> 3.0 na1_c + pi_c,0.0,0.0,1000.0,False
PItex,Phosphate transport via diffusion (extracellular to periplasm),pi_e <=> pi_p,0.0,-1000.0,1000.0,True
PIuabcpp,"Phosphate transport via ABC system (uptake, periplasm)",atp_c + h2o_c + pi_p --> adp_c + h_c + 2.0 pi_c,0.0,0.0,1000.0,False
PLCD,PLCD,h2o_c + ptd1ino160_c --> 12dgr160_c + h_c + mi1p__D_c,0.0,0.0,1000.0,False
PLIPA1E141pp,"Phospholipase A1 (phosphatidylethanolamine, n-C14:1) (periplasm)",h2o_p + pe141_p --> 2agpe141_p + h_p + ttdcea_p,0.0,0.0,1000.0,False
PLIPA1E160pp,"Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm)",h2o_p + pe160_p --> 2agpe160_p + h_p + hdca_p,0.0,0.0,1000.0,False
PLIPA1E161pp,"Phospholipase A1 (phosphatidylethanolamine, n-C16:1) (periplasm)",h2o_p + pe161_p --> 2agpe161_p + h_p + hdcea_p,0.0,0.0,1000.0,False
PLIPA1E180pp,"Phospholipase A1 (phosphatidylethanolamine, n-C18:0) (periplasm)",h2o_p + pe180_p --> 2agpe180_p + h_p + ocdca_p,0.0,0.0,1000.0,False
PLIPA1E181d11pp,Phospholipase A1  phosphatidylethanolamine  n C181   periplasm,h2o_p + pe181_p --> 2agpe181_p + h_p + vacc_p,0.0,0.0,1000.0,False
PLIPA1G160pp,"Phospholipase A1 (phosphatidylglycerol, n-C16:0) (periplasm)",h2o_p + pg160_p --> 2agpg160_p + h_p + hdca_p,0.0,0.0,1000.0,False
PLIPA1G161pp,"Phospholipase A1 (phosphatidylglycerol, n-C16:1) (periplasm)",h2o_p + pg161_p --> 2agpg161_p + h_p + hdcea_p,0.0,0.0,1000.0,False
PLIPA1G180pp,"Phospholipase A1 (phosphatidylglycerol, n-C18:0) (periplasm)",h2o_p + pg180_p --> 2agpg180_p + h_p + ocdca_p,0.0,0.0,1000.0,False
PLIPA1G181d11pp,Phospholipase A1  phosphatidylglycerol  n C181   periplasm,h2o_p + pg181_p --> 2agpg181_p + h_p + vacc_p,0.0,0.0,1000.0,False
PLIPA2E120pp,"Phospholipase A2 (phosphatidylethanolamine, n-C12:0) (periplasm)",h2o_p + pe120_p --> 1agpe120_p + ddca_p + h_p,0.0,0.0,1000.0,False
PLIPA2E161pp,"Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)",h2o_p + pe161_p --> 1agpe161_p + h_p + hdcea_p,0.0,0.0,1000.0,False
PMANM,Phosphomannomutase,man1p_c <=> man6p_c,0.0,-1000.0,1000.0,True
PMDPHT,Pyrimidine phosphatase,5aprbu_c + h2o_c --> 4r5au_c + pi_c,0.00017697827326790386,0.0,1000.0,False
PMPK,Phosphomethylpyrimidine kinase,4ampm_c + atp_c --> 2mahmp_c + adp_c,8.848913663395193e-05,0.0,1000.0,False
PNTK,Pantothenate kinase,atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c,0.00022856386861709957,0.0,1000.0,False
PNTOt2rpp,Pantothenate transport via proton symport (periplasm),h_p <=> h_c + pnto_p,0.0,-1000.0,1000.0,True
POX,Pyruvate oxidase,h2o_c + pyr_c + q8_c --> ac_c + co2_c + q8h2_c,0.0,0.0,1000.0,False
PPA,Inorganic diphosphatase,h2o_c + ppi_c --> h_c + 2.0 pi_c,0.0,0.0,1000.0,False
PPA2,Inorganic triphosphatase,h2o_c + pppi_c --> h_c + pi_c + ppi_c,0.0,0.0,1000.0,False
PPAKr,Propionate kinase,adp_c + ppap_c <=> atp_c + ppa_c,0.0,-1000.0,1000.0,True
PPA_1pp,Inorganic diphosphatase (one proton translocation) (periplasm),h2o_c + ppi_c --> h_p + 2.0 pi_c,0.0,0.0,0.0,False
PPBNGS,Porphobilinogen synthase,2.0 5aop_c --> 2.0 h2o_c + h_c + ppbng_c,0.0,0.0,1000.0,False
PPC,Phosphoenolpyruvate carboxylase,co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c,0.0,0.0,1000.0,False
PPCDC,Phosphopantothenoylcysteine decarboxylase,4ppcys_c + h_c --> co2_c + pan4p_c,0.00022856386861709957,0.0,1000.0,False
PPCSCT,Propanoyl-CoA: succinate CoA-transferase,ppcoa_c + succ_c --> ppa_c + succoa_c,0.0,0.0,1000.0,False
PPGPPDP,"Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",h2o_c + ppgpp_c --> gdp_c + ppi_c,0.0,0.0,1000.0,False
PPK,Polyphosphate kinase,atp_c + pi_c --> adp_c + ppi_c,0.0,0.0,1000.0,False
PPK2,Polyphosphate kinase,atp_c + ppi_c --> adp_c + pppi_c,0.0,0.0,1000.0,False
PPK50_B,Polyphosphate utilization  GDP dependent,47.0 gdp_c + ppi50_c --> 47.0 gtp_c + pppi_c,0.0,0.0,1000.0,False
PPK50r,Polyphosphate kinase  PolyP synthesis,47.0 atp_c + pppi_c <=> 47.0 adp_c + ppi50_c,0.0,-1000.0,1000.0,True
PPM,Phosphopentomutase,r1p_c <=> r5p_c,0.0,-1000.0,1000.0,True
PPNCL2,Phosphopantothenate-cysteine ligase,4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cmp_c + h_c + ppi_c,0.00022856386861709957,0.0,1000.0,False
PPND,Prephenate dehydrogenase,nad_c + pphn_c --> 34hpp_c + co2_c + nadh_c,0.054807314182712126,0.0,1000.0,False
PPNDH,Prephenate dehydratase,h_c + pphn_c --> co2_c + h2o_c + phpyr_c,0.0,0.0,1000.0,False
PPNDH2,,fad_c + ppcoa_c <=> fadh2_c + prpncoa_c,0.0,-1000.0,1000.0,True
PPOR,"Phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)",o2_c + phpyr_c --> 2hyoxplac_c + co2_c,0.0,0.0,1000.0,False
PPPGO,Protoporphyrinogen oxidase (aerobic),1.5 o2_c + pppg9_c --> 3.0 h2o_c + ppp9_c,0.0,0.0,1000.0,False
PPRGL,Phosphoribosylamine---glycine ligase,atp_c + gly_c + pram_c <=> adp_c + gar_c + h_c + pi_c,0.1776719011191732,-1000.0,1000.0,True
PPS,Phosphoenolpyruvate synthase,atp_c + h2o_c + pyr_c --> amp_c + 2.0 h_c + pep_c + pi_c,2.3206733077719925,0.0,1000.0,False
PRAGSr,Phosphoribosylglycinamide synthase,atp_c + gly_c + pram_c <=> adp_c + gar_c + h_c + pi_c,0.0,-1000.0,1000.0,True
PRAIS,Phosphoribosylaminoimidazole synthase,atp_c + fpram_c --> adp_c + air_c + h_c + pi_c,0.17767190111917316,0.0,1000.0,False
PRAIi,Phosphoribosylanthranilate isomerase (irreversible),pran_c --> 2cpr5p_c,0.02255599997167592,0.0,1000.0,False
PRAMPC,Phosphoribosyl-AMP cyclohydrolase,h2o_c + prbamp_c --> prfp_c,0.03759320101536923,0.0,1000.0,False
PRASCSi,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c,0.17758341198253919,0.0,1000.0,False
PRATPP,Phosphoribosyl-ATP pyrophosphatase,h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c,0.03759320101536924,0.0,1000.0,False
PRFGCL,Phosphoribosylformylglycinamidine cyclo-ligase,atp_c + fpram_c --> adp_c + air_c + h_c + pi_c,0.0,0.0,1000.0,False
PRFGS,Phosphoribosylformylglycinamidine synthase,atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + 2.0 h_c + pi_c,0.1776719011191732,0.0,1000.0,False
PRMICI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,prfp_c <=> prlp_c,0.03759320101536923,-1000.0,1000.0,True
PROD2,Proline dehydrogenase,fad_c + pro__L_c --> 1pyr5c_c + fadh2_c + h_c,0.0,0.0,1000.0,False
PROD3,Proline dehydrogenase (q8),pro__L_c + q8_c --> 1pyr5c_c + h_c + q8h2_c,0.0,0.0,1000.0,False
PROR,,pro__L_c <=> h_c + pro__D_c,0.0,-1000.0,1000.0,True
PROabc,L-proline transport via ABC system,atp_c + h2o_c + pro__L_e --> adp_c + h_c + pi_c + pro__L_c,0.0,0.0,1000.0,False
PROabcpp,L-proline transport via ABC system (periplasm),atp_c + h2o_c + pro__L_p --> adp_c + h_c + pi_c + pro__L_c,0.0,0.0,1000.0,False
PROt2r,L proline reversible transport via proton symport,h_e + pro__L_e --> h_c + pro__L_c,0.0,0.0,1000.0,False
PROt2rpp,L-proline reversible transport via proton symport (periplasm),h_p + pro__L_p --> h_c + pro__L_c,0.0,0.0,1000.0,False
PROtex,L-proline transport via diffusion (extracellular to periplasm),pro__L_e <=> pro__L_p,0.0,-1000.0,1000.0,True
PRPPS,Phosphoribosylpyrophosphate synthetase,atp_c + r5p_c <=> amp_c + h_c + prpp_c,0.3699885559451424,-1000.0,1000.0,True
PSCVT,3-phosphoshikimate 1-carboxyvinyltransferase,pep_c + skm5p_c <=> 3psme_c + pi_c,0.15114420711805274,-1000.0,1000.0,True
PSD120,Phosphatidylserine decarboxylase (n-C12:0),h_c + ps120_c --> co2_c + pe120_c,0.0,0.0,1000.0,False
PSD141,Phosphatidylserine decarboxylase (n-C14:1),h_c + ps141_c --> co2_c + pe141_c,0.0,0.0,1000.0,False
PSD161,Phosphatidylserine decarboxylase (n-C16:1),h_c + ps161_c --> co2_c + pe161_c,0.0,0.0,1000.0,False
PSERT,Phosphoserine transaminase,3php_c + glu__L_c --> akg_c + pser__L_c,0.5869831643667757,0.0,1000.0,False
PSP_L,Phosphoserine phosphatase (L-serine),h2o_c + pser__L_c --> pi_c + ser__L_c,0.5869831643667758,0.0,1000.0,False
PSSA120,Phosphatidylserine syntase (n-C12:0),cdpdddecg_c + ser__L_c --> cmp_c + h_c + ps120_c,0.0,0.0,1000.0,False
PSSA141,Phosphatidylserine syntase (n-C14:1),cdpdtdec7eg_c + ser__L_c --> cmp_c + h_c + ps141_c,0.0,0.0,1000.0,False
PSSA161,Phosphatidylserine syntase (n-C16:1),cdpdhdec9eg_c + ser__L_c --> cmp_c + h_c + ps161_c,0.0,0.0,1000.0,False
PSUDS,Pseudouridylate synthase,r5p_c + ura_c --> h2o_c + psd5p_c,0.0,0.0,1000.0,False
PTA2,Phosphate acetyltransferase,pi_c + ppcoa_c --> coa_c + ppap_c,0.0,0.0,1000.0,False
PTAr,Phosphotransacetylase,accoa_c + pi_c <=> actp_c + coa_c,0.0,-1000.0,1000.0,True
PTAtex,Pentanoate transport via diffusion (extracellular to periplasm),pta_e <=> pta_p,0.0,-1000.0,1000.0,True
PTPATi,Pantetheine-phosphate adenylyltransferase,atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c,0.0,0.0,1000.0,False
PTRCAT1,Putrescine acetyltransferase,accoa_c + ptrc_c --> aprut_c + coa_c + h_c,0.0,0.0,1000.0,False
PTRCORNt7pp,Putrescine/ornithine antiporter (periplasm),orn_c + ptrc_p <=> orn_p + ptrc_c,0.0,-1000.0,1000.0,True
PTRCTA,Putrescine Transaminase,akg_c + ptrc_c --> 4abutn_c + glu__L_c,0.0,0.0,1000.0,False
PTRCabc,Putrescine transport via ABC system,atp_c + h2o_c + ptrc_e --> adp_c + h_c + pi_c + ptrc_c,0.0,0.0,1000.0,False
PTRCabcpp,Putrescine transport via ABC system (periplasm),atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c,0.0,0.0,1000.0,False
PTRCtex,Putrescine transport via diffusion (extracellular to periplasm),ptrc_e <=> ptrc_p,0.0,-1000.0,1000.0,True
PTSLAtexi,6E  Octadec 6 enoic acid transport via facilitated irreversible diffusion  extracellular to periplasm,ptsla_e --> ptsla_p,0.0,0.0,1000.0,False
PUNP4_1,Purine-nucleoside phosphorylase (Deoxyguanosine),dgsn_c + pi_c <=> 2dr1p_c + gua_c,0.0,-1000.0,1000.0,True
PUNP6,Purine-nucleoside phosphorylase (Deoxyinosine),din_c + pi_c <=> 2dr1p_c + hxan_c,0.0,-1000.0,1000.0,True
PUTA3,PUTA3,glu5sa_c + h2o_c + nad_c --> glu__L_c + 2.0 h_c + nadh_c,0.0,0.0,1000.0,False
PXYLt5,P xylene  transport out via proton antiport  cytosolexternal,h_p + p_xyl_c --> h_c + p_xyl_e,0.0,0.0,1000.0,False
PXYLt6,P xylene transport out via proton antiport  periplasmexternal,h_p + p_xyl_p --> h_c + p_xyl_e,0.0,0.0,1000.0,False
PY5CDHE,,1p3h5c_c + 2.0 h2o_c + nadp_c --> e4hglu_c + h_c + nadph_c,0.0,0.0,1000.0,False
PYAM5PO,Pyridoxamine 5'-phosphate oxidase,h2o_c + o2_c + pyam5p_c --> h2o2_c + nh4_c + pydx5p_c,0.0,0.0,1000.0,False
PYDAMK,Pyridoxamine kinase,atp_c + pydam_c --> adp_c + h_c + pyam5p_c,0.0,0.0,1000.0,False
PYDXK,Pyridoxal kinase,atp_c + pydx_c --> adp_c + h_c + pydx5p_c,0.0,0.0,1000.0,False
PYDXNK,Pyridoxine kinase,atp_c + pydxn_c --> adp_c + h_c + pdx5p_c,0.0,0.0,1000.0,False
PYDXNO,Pyridoxine oxidase,o2_c + pydxn_c --> h2o2_c + pydx_c,0.0,0.0,1000.0,False
PYDXNtr,Pyridoxine transport via diffusion,pydxn_e <=> pydxn_c,0.0,-1000.0,1000.0,True
PYDXO,Pyridoxal oxidase,2.0 h2o_c + nh4_c + 0.5 o2_c + pydx_c <-- 2.0 h2o2_c + pydam_c,0.0,-1000.0,0.0,False
PYK,Pyruvate kinase,adp_c + h_c + pep_c --> atp_c + pyr_c,0.0,0.0,1000.0,False
PYK2,Pyruvate kinase(2),h_c + pep_c + udp_c --> pyr_c + utp_c,0.0,0.0,1000.0,False
PYK3,Pyruvate kinase(3),gdp_c + h_c + pep_c --> gtp_c + pyr_c,0.0,0.0,1000.0,False
PYK4,Pyruvate kinase(4),cdp_c + h_c + pep_c --> ctp_c + pyr_c,0.0,0.0,1000.0,False
PYK6,RE2954,dtdp_c + h_c + pep_c --> dttp_c + pyr_c,0.0,0.0,1000.0,False
P_XYLtpp,P methyltoluene passive diffusion,p_xyl_p --> p_xyl_c,0.0,0.0,1000.0,False
P_Xylt1,P xylene  outer membrane porin transport,p_xyl_e <=> p_xyl_p,0.0,-1000.0,1000.0,True
QMO3,Quinol monooxygenase (menaquinol 8),mql8_c + 2.0 o2_c --> 2.0 h_c + mqn8_c + 2.0 o2s_c,0.0,0.0,1000.0,False
QUIDH,Quinate dehydrogenase  pyrroloquinoline quinone,pqq_c + quin_c <=> 3dhq_c + pqqh2_c,0.0,-1000.0,1000.0,True
QUIDHy,Quinate dehydrogenase  NADP,nadp_c + quin_c <=> 3dhq_c + h_c + nadph_c,0.0,-1000.0,1000.0,True
R5PP,Ribose 5-phosphate phosphatase,h2o_c + r5p_c --> pi_c + rib__D_c,0.0,0.0,1000.0,False
RBFK,Riboflavin kinase,atp_c + ribflv_c --> adp_c + fmn_c + h_c,8.848913663395193e-05,0.0,1000.0,False
RBFSa,Riboflavin synthase,4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c,0.00035395654653580776,0.0,1000.0,False
RBFSa_1,Riboflavin synthase,4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c,0.0,0.0,1000.0,False
RBFSb,Riboflavin synthase,2.0 dmlz_c --> 4r5au_c + ribflv_c,0.00017697827326790386,0.0,1000.0,False
RBK,Ribokinase,atp_c + rib__D_c --> adp_c + h_c + r5p_c,0.0,0.0,1000.0,False
